ticker,alias,nome_do_ativo,categoria
WisdomTree Artificial Intelligence UCITS ETF,WISDOMTREE ARTIFICIAL INTELLIGENCE UCITS ETF,INTU.US/USD,Outros
INTUIT INC,INTUIT INC,INVEB.SE/SEK,Outros
Investor AB,INVESTOR AB,INVH.US/USD,Outros
INVITATION HOMES INC,INVITATION HOMES INC,INW.IT/EUR,Outros
Infrastrutture Wireless Italiane Spa,INFRASTRUTTURE WIRELESS ITALIANE SPA,IONS.US/USD,Outros
IONIS PHARMACEUTICALS INC,IONIS PHARMACEUTICALS INC,IPG.US/USD,Outros
INTERPUBLIC GROUP OF COS INC,INTERPUBLIC GROUP OF COS INC,IPGP.US/USD,Outros
IPG PHOTONICS CORP,IPG PHOTONICS CORP,IQV.US/USD,Outros
IQVIA HOLDINGS INC,IQVIA HOLDINGS INC,IR.US/USD,Outros
INGERSOLL-RAND INC,INGERSOLL-RAND INC,ISP.IT/EUR,Outros
Intesa Sanpaolo Spa,INTESA SANPAOLO SPA,ISRG.US/USD,Outros
INTUITIVE SURGICAL INC,INTUITIVE SURGICAL INC,IT.US/USD,Outros
GARTNER INC,GARTNER INC,ITA.IDX/EUR,Outros
Italy 40 Index,ITALY 40 INDEX,ITRK.GB/GBX,Outros
Intertek Group PLC,INTERTEK GROUP PLC,ITUB.US/USD,Outros
Itau Unibanco Holding S.A. isin=US4655621062,ITAU UNIBANCO HOLDING S,ITV.GB/GBX,Outros
ITV PLC,ITV PLC,ITW.US/USD,Outros
ILLINOIS TOOL WORKS,ILLINOIS TOOL WORKS,ITX.ES/EUR,Outros
Inditex SA,INDITEX SA,IUFS.US/USD,Outros
iShares S&P 500 Financial Sector UCITS ETF (LSE),ISHARES S&P 500 FINANCIAL SECTOR UCITS ETF (LSE),IVE.US/USD,Outros
iShares S&P 500 Value ETF,ISHARES S&P 500 VALUE ETF,IVW.US/USD,Outros
iShares S&P 500 Growth ETF,ISHARES S&P 500 GROWTH ETF,IVZ.US/USD,Outros
INVESCO LTD,INVESCO LTD,IWD.US/USD,Outros
iShares Russell 1000 Value ETF,ISHARES RUSSELL 1000 VALUE ETF,IWF.US/USD,Outros
iShares Russell 1000 Growth ETF,ISHARES RUSSELL 1000 GROWTH ETF,IWM.US/USD,Outros
iShares Russell 2000 ETF,ISHARES RUSSELL 2000 ETF,JAZZ.US/USD,Outros
JAZZ PHARMACEUTICALS PLC,JAZZ PHARMACEUTICALS PLC,JBLU.US/USD,Outros
JETBLUE AIRWAYS CORP,JETBLUE AIRWAYS CORP,JCI.US/USD,Outros
JOHNSON CONTROLS INC,JOHNSON CONTROLS INC,JEF.US/USD,Outros
JEFFERIES FINANCIAL GROUP IN,JEFFERIES FINANCIAL GROUP IN,JETS.US/USD,Outros
US Global Jets ETF,US GLOBAL JETS ETF,JKHY.US/USD,Outros
JACK HENRY & ASSOCIATES INC,JACK HENRY & ASSOCIATES INC,JLL.US/USD,Outros
JONES LANG LASALLE INC,JONES LANG LASALLE INC,JNJ.US/USD,Outros
JOHNSON & JOHNSON,JOHNSON & JOHNSON,JNK.US/USD,Outros
SPDR Barclays Capital High Yield Bond ETF,SPDR BARCLAYS CAPITAL HIGH YIELD BOND ETF,JPM.US/USD,Outros
JPMORGAN CHASE & CO,JPMORGAN CHASE & CO,JPN.IDX/JPY,Outros
Japan 200+ Index,JAPAN 200+ INDEX,JPY/HUF,Outros
Yen vs Hungarian Forint,YEN VS HUNGARIAN FORINT,JUVE.IT/EUR,Outros
Juventus Football Club Spa,JUVENTUS FOOTBALL CLUB SPA,JWN.US/USD,Outros
K.US/USD,K,KELLOGG CO,Outros
KBC.BE/EUR,KBC,KBC Groep NV,Outros
KER.FR/EUR,KER,Kering,Outros
KEY.US/USD,KEY,KEYCORP,Outros
KEYS.US/USD,KEYS,KEYSIGHT TECHNOLOGIES IN,Outros
KGF.GB/GBX,KGF,Kingfisher PLC,Outros
KHC.US/USD,KHC,KRAFT HEINZ CO/THE,Outros
KIE.US/USD,KIE,SPDR S&P Insureance ETF,Outros
KIMBERA.MX/MXN,KIMBERA,Kimberly Clark DE Mexico A,Outros
KMB.US/USD,KMB,KIMBERLY-CLARK CORP,Outros
KMI.US/USD,KMI,KINDER MORGAN INC,Outros
KMX.US/USD,KMX,CARMAX INC,Outros
KNIN.CH/CHF,KNIN,Kuehne + Nagel International AG,Outros
KNX.US/USD,KNX,KNIGHT-SWIFT TRANSPORTATION,Outros
KO.US/USD,KO,COCA-COLA CO/THE,Outros
KOFUBL.MX/MXN,KOFUBL,Coca Cola Femsa Sab,Outros
KPN.NL/EUR,KPN,Koninklijke KPN NV,Outros
KR.US/USD,KR,KROGER CO,Outros
KRC.US/USD,KRC,KILROY REALTY CORP,Outros
KRE.US/USD,KRE,SPDR S&P Regional Banking,Outros
KRX.IE/EUR,KRX,Kingspan Group Plc,Outros
KRZ.IE/EUR,KRZ,Kerry Group Plc,Outros
KSS.US/USD,KSS,KOHLS CORP,Outros
L.US/USD,L,LOEWS CORP,Outros
LABB.MX/MXN,LABB,Genomma Lab Internacional SAB de CV,Outros
LAMR.US/USD,LAMR,LAMAR ADVERTISING CO-A,Outros
LAND.GB/GBX,LAND,Land Securities Group PLC,Outros
LDO.IT/EUR,LDO,Leonardo Spa,Outros
LDOS.US/USD,LDOS,LEIDOS HOLDINGS INC,Outros
LEA.US/USD,LEA,LEAR CORP,Outros
LEN.US/USD,LEN,LENNAR CORP-A,Outros
LGEN.GB/GBX,LGEN,Legal & General Group PLC,Outros
LHA.DE/EUR,LHA,Deutsche Lufthansa AG,Outros
LHN.CH/CHF,LHN,Lafarge Holcim Ltd,Outros
LHX.US/USD,LHX,L3HARRIS TECHNOLOGIES INC,Outros
LI.FR/EUR,LI,Klepierre,Outros
LIGHT.CMD/USD,LIGHT,Light Sweet Crude Oil,Outros
LISP.CH/CHF,LISP,Chocoladefabriken Lindt & Sprungli,Outros
LIVEPOLC1.MX/MXN,LIVEPOLC1,El Puerto de Liverpool,Outros
LKQ.US/USD,LKQ,LKQ CORP,Outros
LLOY.GB/GBX,LLOY,Lloyds Banking Group PLC,Outros
LLY.US/USD,LLY,ELI LILLY & CO,Outros
LMT.US/USD,LMT,LOCKHEED MARTIN CORP,Outros
LNC.US/USD,LNC,LINCOLN NATIONAL CORP,Outros
LNG.US/USD,LNG,CHENIERE ENERGY INC,Outros
LNK/USD,LNKUSD,Chainlink vs US Dollar,Outros
LNT.US/USD,LNT,ALLIANT ENERGY CORP,Outros
LOGN.CH/CHF,LOGN,Logitech International SA,Outros
LONN.CH/CHF,LONN,Lonza Group AG,Outros
LOW.US/USD,LOW,LOWE'S COS INC,Outros
LPLA.US/USD,LPLA,LPL FINANCIAL HOLDINGS INC,Outros
LR.FR/EUR,LR,Legrand SA,Outros
LRCX.US/USD,LRCX,LAM RESEARCH CORP,Outros
LSE.GB/GBX,LSE,London Stock Exchange Group PLC,Outros
LSTR.US/USD,LSTR,LANDSTAR SYSTEM INC,Outros
LTC/CHF,LTCCHF,Litecoin vs Swiss Franc,Outros
LTC/EUR,LTCEUR,Litecoin vs Euro,Outros
LTC/GBP,LTCGBP,Litecoin vs Pound Sterling,Outros
LTC/USD,LTCUSD,Litecoin vs US Dollar,Outros
LULU.US/USD,LULU,LULULEMON ATHLETICA INC,Outros
LUV.US/USD,LUV,SOUTHWEST AIRLINES CO,Outros
LVC.FR/EUR,LVC,Lyxor ETF Leverage CAC 40,Outros
LVS.US/USD,LVS,Las Vegas Sands Corp.,Outros
LW.US/USD,LW,LAMB WESTON HOLDINGS INC,Outros
LXS.DE/EUR,LXS,Lanxess AG,Outros
LYB.US/USD,LYB,LYONDELLBASELL INDU-CL A,Outros
LYFT.US/USD,LYFT,LYFT INC-A,Outros
LYV.US/USD,LYV,LIVE NATION ENTERTAINMENT IN,Outros
LYXBNK.FR/EUR,LYXBNK,Lyxor UCITS ETF STOXX EUROPE 600 Banks,Outros
M.US/USD,M,MACY'S INC,Outros
MA.US/USD,MA,MASTERCARD INC-CLASS A,Outros
MAA.US/USD,MAA,MID-AMERICA APARTMENT COMM,Outros
MAERSKB.DK/DKK,MAERSKB,AP Moeller - Maersk A/S,Outros
MANH.US/USD,MANH,MANHATTAN ASSOCIATES INC,Outros
MAP.ES/EUR,MAP,Mapfre SA,Outros
MAR.US/USD,MAR,MARRIOTT INTERNATIONAL -CL A,Outros
MASI.US/USD,MASI,MASIMO CORP,Outros
MAT.US/USD,MAT,MATTEL INC,Outros
MAT/USD,MATUSD,Polygon vs US Dollar,Outros
MB.IT/EUR,MB,Mediobanca Spa,Outros
MBTN.CH/CHF,MBTN,MC.FR/EUR,Outros
LVMH Moet Hennessy Louis Vuitton SA,LVMH MOET HENNESSY LOUIS VUITTON SA,MCD.US/USD,Outros
MCDONALD'S CORP,MCDONALD'S CORP,MCHP.US/USD,Outros
MICROCHIP TECHNOLOGY INC,MICROCHIP TECHNOLOGY INC,MCK.US/USD,Outros
MCKESSON CORP,MCKESSON CORP,MDB.US/USD,Outros
MONGODB INC,MONGODB INC,MDLZ.US/USD,Outros
MONDELEZ INTERNATIONAL INC-A,MONDELEZ INTERNATIONAL INC-A,MDT.US/USD,Outros
MEDTRONIC PLC,MEDTRONIC PLC,MEGACPO.MX/MXN,Outros
Megacable Holdings SAB de CV,MEGACABLE HOLDINGS SAB DE CV,MET.US/USD,Outros
METLIFE INC,METLIFE INC,MGM.US/USD,Outros
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL,MHG.NO/NOK,Outros
Marine Harvest ASA,MARINE HARVEST ASA,MHK.US/USD,Outros
MOHAWK INDUSTRIES INC,MOHAWK INDUSTRIES INC,MIDD.US/USD,Outros
MIDDLEBY CORP,MIDDLEBY CORP,MKL.US/USD,Outros
MARKEL CORP,MARKEL CORP,MKR/USD,Outros
Maker vs US Dollar,MAKER VS US DOLLAR,MKS.GB/GBX,Outros
Marks & Spencer Group PLC,MARKS & SPENCER GROUP PLC,MKSI.US/USD,Outros
MKS INSTRUMENTS INC,MKS INSTRUMENTS INC,MKTX.US/USD,Outros
MARKETAXESS HOLDINGS INC,MARKETAXESS HOLDINGS INC,ML.FR/EUR,Outros
Michelin SA,MICHELIN SA,MLM.US/USD,Outros
MARTIN MARIETTA MATERIALS,MARTIN MARIETTA MATERIALS,MMM.US/USD,Outros
3M CO,3M CO,MNDI.GB/GBX,Outros
Mondi PLC,MONDI PLC,MNG.GB/GBX,Outros
M&G PLC,M&G PLC,MO.US/USD,Outros
ALTRIA GROUP INC,ALTRIA GROUP INC,MOH.US/USD,Outros
MOLINA HEALTHCARE INC,MOLINA HEALTHCARE INC,MONC.IT/EUR,Outros
Moncler Spa,MONCLER SPA,MPC.US/USD,Outros
MARATHON PETROLEUM CORP,MARATHON PETROLEUM CORP,MPW.US/USD,Outros
MEDICAL PROPERTIES TRUST INC,MEDICAL PROPERTIES TRUST INC,MPWR.US/USD,Outros
MONOLITHIC POWER SYSTEMS INC,MONOLITHIC POWER SYSTEMS INC,MRK.DE/EUR,Outros
Merck KGaA,MERCK KGAA,MRK.US/USD,Outros
MERCK & CO. INC.,MERCK & CO,MRNA.US/USD,Outros
Moderna Inc,MODERNA INC,MRVL.US/USD,Outros
MARVELL TECHNOLOGY INC,MARVELL TECHNOLOGY INC,MS.IT/EUR,Outros
Mediaset Spa,MEDIASET SPA,MS.US/USD,Outros
MORGAN STANLEY,MORGAN STANLEY,MSCI.US/USD,Outros
MSCI INC,MSCI INC,MSFT.US/USD,Outros
MICROSOFT CORP,MICROSOFT CORP,MT.NL/EUR,Outros
ArcelorMittal,ARCELORMITTAL,MTCH.US/USD,Outros
MATCH GROUP INC,MATCH GROUP INC,MTD.US/USD,Outros
METTLER-TOLEDO INTERNATIONAL,METTLER-TOLEDO INTERNATIONAL,MTN.US/USD,Outros
VAIL RESORTS INC,VAIL RESORTS INC,MTX.DE/EUR,Outros
MTU AERO ENGINES AG,MTU AERO ENGINES AG,MU.US/USD,Outros
MICRON TECHNOLOGY INC,MICRON TECHNOLOGY INC,MUV2.DE/EUR,Outros
Muenchener Rueckversicherungs AG,MUENCHENER RUECKVERSICHERUNGS AG,MXN/CZK,Outros
Mexican Peso vs Czech Koruna,MEXICAN PESO VS CZECH KORUNA,MXN/HUF,Outros
Mexican Peso vs Hungarian Forint,MEXICAN PESO VS HUNGARIAN FORINT,MXN/JPY,Outros
Mexican Peso vs Yen,MEXICAN PESO VS YEN,MXN/THB,Outros
Mexican Peso vs Thai Baht,MEXICAN PESO VS THAI BAHT,MXN/TRY,Outros
Mexican Peso vs Turkish Lira,MEXICAN PESO VS TURKISH LIRA,NBIX.US/USD,Outros
NEUROCRINE BIOSCIENCES INC,NEUROCRINE BIOSCIENCES INC,NCLH.US/USD,Outros
NORWEGIAN CRUISE LINE HOLDIN,NORWEGIAN CRUISE LINE HOLDIN,NDA.SE/SEK,Outros
Nordea Bank AB,NORDEA BANK AB,NDSN.US/USD,Outros
NORDSON CORP,NORDSON CORP,NEE.US/USD,Outros
NEXTERA ENERGY INC,NEXTERA ENERGY INC,NEM.US/USD,Outros
NEWMONT MINING CORP,NEWMONT MINING CORP,NES1V.FI/EUR,Outros
Neste OYJ,NESTE OYJ,NESN.CH/CHF,Outros
Nestle SA,NESTLE SA,NFLX.US/USD,Outros
NETFLIX INC,NETFLIX INC,NG.GB/GBX,Outros
National Grid PLC,NATIONAL GRID PLC,NHY.NO/NOK,Outros
Norsk Hydro ASA,NORSK HYDRO ASA,NIO.US/USD,Outros
Nio INC,NIO INC,NKE.US/USD,Outros
NIKE INC -CL B,NIKE INC -CL B,NLD.IDX/EUR,Outros
Netherlands 25 Index,NETHERLANDS 25 INDEX,NLOK.US/USD,Outros
Gen Digital Inc / NORTONLIFELOCK INC,GEN DIGITAL INC  NORTONLIFELOCK INC,NLY.US/USD,Outros
ANNALY CAPITAL MANAGEMENT IN,ANNALY CAPITAL MANAGEMENT IN,NOC.US/USD,Outros
NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORP,NOK/AED,Outros
Norwegian Krone vs UAE Dirham,NORWEGIAN KRONE VS UAE DIRHAM,NOK/CNH,Outros
Norwegian Krone vs Chinese Yuan,NORWEGIAN KRONE VS CHINESE YUAN,NOK/CZK,Outros
Norwegian Krone vs Czech Koruna,NORWEGIAN KRONE VS CZECH KORUNA,NOK/DKK,Outros
Norwegian Krone vs Danish Krone,NORWEGIAN KRONE VS DANISH KRONE,NOK/HKD,Outros
Norwegian Krone vs Hong Kong Dollar,NORWEGIAN KRONE VS HONG KONG DOLLAR,NOK/HUF,Outros
Norwegian Krone vs Hungarian Forint,NORWEGIAN KRONE VS HUNGARIAN FORINT,NOK/ILS,Outros
Norwegian Krone vs Israeli Shekel,NORWEGIAN KRONE VS ISRAELI SHEKEL,NOK/JPY,Outros
Norwegian Krone vs Yen,NORWEGIAN KRONE VS YEN,NOK/MXN,Outros
Norwegian Krone vs Mexican Peso,NORWEGIAN KRONE VS MEXICAN PESO,NOK/RON,Outros
Norwegian Krone vs Romanian Leu,NORWEGIAN KRONE VS ROMANIAN LEU,NOK/SAR,Outros
Norwegian Krone vs Saudi Riyal,NORWEGIAN KRONE VS SAUDI RIYAL,NOK/SEK,Outros
Norwegian Krone vs Swedish Krona,NORWEGIAN KRONE VS SWEDISH KRONA,NOK/THB,Outros
Norwegian Krone vs Thai Baht,NORWEGIAN KRONE VS THAI BAHT,NOK/TRY,Outros
Norwegian Krone vs Turkish Lira,NORWEGIAN KRONE VS TURKISH LIRA,NOK/ZAR,Outros
Norwegian Krone vs Rand,NORWEGIAN KRONE VS RAND,NOVN.CH/CHF,Outros
Novartis AG,NOVARTIS AG,NOVOB.DK/DKK,Outros
Novo Nordisk A/S,NOVO NORDISK AS,NOW.US/USD,Outros
SERVICENOW INC,SERVICENOW INC,NRE1V.FI/EUR,Outros
Nokian Renkaat OYJ,NOKIAN RENKAAT OYJ,NRG.US/USD,Outros
NRG ENERGY INC,NRG ENERGY INC,NSC.US/USD,Outros
NORFOLK SOUTHERN CORP,NORFOLK SOUTHERN CORP,NTNX.US/USD,Outros
NUTANIX INC - A,NUTANIX INC - A,NVDA.US/USD,Outros
NVIDIA CORP,NVIDIA CORP,NWL.US/USD,Outros
NEWELL BRANDS INC,NEWELL BRANDS INC,NWS.US/USD,Outros
NEWS CORP - CLASS B,NEWS CORP - CLASS B,NXST.US/USD,Outros
NEXSTAR MEDIA GROUP INC-CL A,NEXSTAR MEDIA GROUP INC-CL A,NXT.GB/GBX,Outros
Next PLC,NEXT PLC,NYT.US/USD,Outros
NEW YORK TIMES CO-A,NEW YORK TIMES CO-A,NZD/AED,Outros
New Zealand Dollar vs UAE Dirham,NEW ZEALAND DOLLAR VS UAE DIRHAM,NZD/CAD,Outros
New Zealand Dollar vs Canadian Dollar,NEW ZEALAND DOLLAR VS CANADIAN DOLLAR,NZD/CHF,Outros
New Zealand Dollar vs Swiss Franc,NEW ZEALAND DOLLAR VS SWISS FRANC,NZD/CNH,Outros
New Zealand Dollar vs Chinese Yuan,NEW ZEALAND DOLLAR VS CHINESE YUAN,NZD/CZK,Outros
New Zealand Dollar vs Czech Koruna,NEW ZEALAND DOLLAR VS CZECH KORUNA,NZD/DKK,Outros
New Zealand Dollar vs Danish Krone,NEW ZEALAND DOLLAR VS DANISH KRONE,NZD/HKD,Outros
New Zealand Dollar vs Hong Kong Dollar,NEW ZEALAND DOLLAR VS HONG KONG DOLLAR,NZD/HUF,Outros
New Zealand Dollar vs Hungarian Forint,NEW ZEALAND DOLLAR VS HUNGARIAN FORINT,NZD/ILS,Outros
New Zealand Dollar vs Israeli Shekel,NEW ZEALAND DOLLAR VS ISRAELI SHEKEL,NZD/JPY,Outros
New Zealand Dollar vs Yen,NEW ZEALAND DOLLAR VS YEN,NZD/MXN,Outros
New Zealand Dollar vs Mexican Peso,NEW ZEALAND DOLLAR VS MEXICAN PESO,NZD/NOK,Outros
New Zealand Dollar vs Norwegian Krone,NEW ZEALAND DOLLAR VS NORWEGIAN KRONE,NZD/PLN,Outros
New Zealand Dollar vs Zloty,NEW ZEALAND DOLLAR VS ZLOTY,NZD/RON,Outros
New Zealand Dollar vs Romanian Leu,NEW ZEALAND DOLLAR VS ROMANIAN LEU,NZD/SAR,Outros
New Zealand Dollar vs Saudi Riyal,NEW ZEALAND DOLLAR VS SAUDI RIYAL,NZD/SEK,Outros
New Zealand Dollar vs Swedish Krona,NEW ZEALAND DOLLAR VS SWEDISH KRONA,NZD/SGD,Outros
New Zealand Dollar vs Singapore Dollar,NEW ZEALAND DOLLAR VS SINGAPORE DOLLAR,NZD/THB,Outros
New Zealand Dollar vs Thai Baht,NEW ZEALAND DOLLAR VS THAI BAHT,NZD/TRY,Outros
New Zealand Dollar vs Turkish Lira,NEW ZEALAND DOLLAR VS TURKISH LIRA,NZD/USD,Outros
New Zealand Dollar vs US Dollar,NEW ZEALAND DOLLAR VS US DOLLAR,NZD/ZAR,Outros
New Zealand Dollar vs Rand,NEW ZEALAND DOLLAR VS RAND,NZYMB.DK/DKK,Outros
Novozymes A/S,NOVOZYMES AS,O.US/USD,Outros
REALTY INCOME CORP,REALTY INCOME CORP,OC.US/USD,Outros
OWENS CORNING,OWENS CORNING,OCDO.GB/GBX,Outros
OCADO GROUP PLC,OCADO GROUP PLC,ODFL.US/USD,Outros
OLD DOMINION FREIGHT LINE,OLD DOMINION FREIGHT LINE,OERL.CH/CHF,Outros
OC Oerlikon Corporation,OC OERLIKON CORPORATION,OGE.US/USD,Outros
OGE ENERGY CORP,OGE ENERGY CORP,OGN.US/USD,Outros
ORGANON & CO,ORGANON & CO,OHI.US/USD,Outros
OMEGA HEALTHCARE INVESTORS,OMEGA HEALTHCARE INVESTORS,OJUICE.CMD/USX,Outros
Orange Juice,ORANGE JUICE,OKE.US/USD,Outros
ONEOK INC,ONEOK INC,OKTA.US/USD,Outros
OKTA INC,OKTA INC,OLED.US/USD,Outros
UNIVERSAL DISPLAY CORP,UNIVERSAL DISPLAY CORP,OLLI.US/USD,Outros
OLLIE'S BARGAIN OUTLET HOLDI,OLLIE'S BARGAIN OUTLET HOLDI,OLN.US/USD,Outros
OLIN CORP,OLIN CORP,OMAB.MX/MXN,Outros
Grupo Aeroportuario del Centro Norte,GRUPO AEROPORTUARIO DEL CENTRO NORTE,OMC.US/USD,Outros
OMNICOM GROUP,OMNICOM GROUP,OMF.US/USD,Outros
ONEMAIN HOLDINGS INC,ONEMAIN HOLDINGS INC,ON.US/USD,Outros
ON SEMICONDUCTOR,ON SEMICONDUCTOR,OR.FR/EUR,Outros
L'Oreal SA,L'OREAL SA,ORA.FR/EUR,Outros
Orange SA,ORANGE SA,ORBIA.MX/MXN,Outros
Orbia Advance Corp SAB DE CV,ORBIA ADVANCE CORP SAB DE CV,ORCL.US/USD,Outros
ORACLE CORP,ORACLE CORP,ORK.NO/NOK,Outros
Orkla ASA,ORKLA ASA,ORLY.US/USD,Outros
O'REILLY AUTOMOTIVE INC,O'REILLY AUTOMOTIVE INC,OTE1V.FI/EUR,Outros
Outotec OYJ,OUTOTEC OYJ,OTIS.US/USD,Outros
OTIS WORLDWIDE CORP,OTIS WORLDWIDE CORP,OUT1V.FI/EUR,Outros
Outokumpu OYJ,OUTOKUMPU OYJ,OXY.US/USD,Outros
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP,PAH3.DE/EUR,Outros
Porsche Automobil Holding SE,PORSCHE AUTOMOBIL HOLDING SE,PANW.US/USD,Outros
PALO ALTO NETWORKS INC,PALO ALTO NETWORKS INC,PARA.US/USD,Outros
PAYC.US/USD,PAYC,PAYCOM SOFTWARE INC,Outros
PAYX.US/USD,PAYX,PAYCHEX INC,Outros
PBF.US/USD,PBF,PBF ENERGY INC-CLASS A,Outros
PBJ.US/USD,PBJ,Invesco Food & Beverage ETF,Outros
PBR.US/USD,PBR,Petroleo Brasileiro S.A.,Outros
PCAR.US/USD,PCAR,PACCAR INC,Outros
PCG.US/USD,PCG,P G & E CORP,Outros
PCLN.US/USD,PCLN,PRICELINE GROUP INC/THE,Outros
PCTY.US/USD,PCTY,PAYLOCITY HOLDING CORP,Outros
PEAK.US/USD,PEAK,HEALTHPEAK PROPERTIES INC,Outros
PEJ.US/USD,PEJ,Invesco LEISURE & ENTERTAINMENT,Outros
PENN.US/USD,PENN,PENN NATIONAL GAMING INC,Outros
PEOLES.MX/MXN,PEOLES,Industrias Penoles SAB DE CV,Outros
PEP.US/USD,PEP,PEPSICO INC,Outros
PFC.GB/GBX,PFC,PFE.US/USD,Outros
PFIZER INC,PFIZER INC,PG.US/USD,Outros
PROCTER & GAMBLE CO/THE,PROCTER & GAMBLE COTHE,PGR.US/USD,Outros
PROGRESSIVE CORP,PROGRESSIVE CORP,PH.US/USD,Outros
PARKER HANNIFIN CORP,PARKER HANNIFIN CORP,PHIA.NL/EUR,Outros
Koninklijke Philips NV,KONINKLIJKE PHILIPS NV,PHNX.GB/GBX,Outros
PHOENIX GROUP HOLDINGS PLC,PHOENIX GROUP HOLDINGS PLC,PIA.IT/EUR,Outros
Piaggio & C. Spa,PIAGGIO & C,PII.US/USD,Outros
POLARIS INC,POLARIS INC,PINFRA.MX/MXN,Outros
Promotora Y Operadora DE INF,PROMOTORA Y OPERADORA DE INF,PKG.US/USD,Outros
PACKAGING CORP OF AMERICA,PACKAGING CORP OF AMERICA,PLN.IDX/PLN,Outros
Poland 20 Index,POLAND 20 INDEX,PLN/AED,Outros
Zloty vs UAE Dirham,ZLOTY VS UAE DIRHAM,PLN/CNH,Outros
Zloty vs Chinese Yuan,ZLOTY VS CHINESE YUAN,PLN/CZK,Outros
Zloty vs Czech Koruna,ZLOTY VS CZECH KORUNA,PLN/DKK,Outros
Zloty vs Danish Krone,ZLOTY VS DANISH KRONE,PLN/HKD,Outros
Zloty vs Hong Kong Dollar,ZLOTY VS HONG KONG DOLLAR,PLN/HUF,Outros
Zloty vs Hungarian Forint,ZLOTY VS HUNGARIAN FORINT,PLN/ILS,Outros
Zloty vs Israeli Shekel,ZLOTY VS ISRAELI SHEKEL,PLN/JPY,Outros
Zloty vs Yen,ZLOTY VS YEN,PLN/MXN,Outros
Zloty vs Mexican Peso,ZLOTY VS MEXICAN PESO,PLN/NOK,Outros
Zloty vs Norwegian Krone,ZLOTY VS NORWEGIAN KRONE,PLN/RON,Outros
Zloty vs Romanian Leu,ZLOTY VS ROMANIAN LEU,PLN/SAR,Outros
Zloty vs Saudi Riyal,ZLOTY VS SAUDI RIYAL,PLN/SEK,Outros
Zloty vs Swedish Krona,ZLOTY VS SWEDISH KRONA,PLN/THB,Outros
Zloty vs Thai Baht,ZLOTY VS THAI BAHT,PLN/TRY,Outros
Zloty vs Turkish Lira,ZLOTY VS TURKISH LIRA,PLN/ZAR,Outros
Zloty vs Rand,ZLOTY VS RAND,PLNT.US/USD,Outros
PLANET FITNESS INC - CL A,PLANET FITNESS INC - CL A,PLTR.US/USD,Outros
Palantir Technologies Inc. (Class A),PALANTIR TECHNOLOGIES INC,PLUG.US/USD,Outros
Plug Power Inc,PLUG POWER INC,PM.US/USD,Outros
PHILIP MORRIS INTERNATIONAL,PHILIP MORRIS INTERNATIONAL,PNC.US/USD,Outros
PNC FINANCIAL SERVICES GROUP,PNC FINANCIAL SERVICES GROUP,PNDORA.DK/DKK,Outros
Pandora A/S,PANDORA AS,PNR.US/USD,Outros
PENTAIR PLC,PENTAIR PLC,PODD.US/USD,Outros
INSULET CORP,INSULET CORP,POOL.US/USD,Outros
POOL CORP,POOL CORP,PPA.US/USD,Outros
Invesco Aerospace & Defense,INVESCO AEROSPACE & DEFENSE,PRGO.US/USD,Outros
PERRIGO CO PLC,PERRIGO CO PLC,PRU.GB/GBX,Outros
Prudential PLC,PRUDENTIAL PLC,PRU.US/USD,Outros
PRUDENTIAL FINANCIAL INC,PRUDENTIAL FINANCIAL INC,PRY.IT/EUR,Outros
Prysmian Spa,PRYSMIAN SPA,PSA.US/USD,Outros
PUBLIC STORAGE,PUBLIC STORAGE,PSM.DE/EUR,Outros
ProSiebenSat.1 Media AG,PROSIEBENSAT,PSN.GB/GBX,Outros
Persimmon PLC,PERSIMMON PLC,PSON.GB/GBX,Outros
Pearson PLC,PEARSON PLC,PSTG.US/USD,Outros
PURE STORAGE INC - CLASS A,PURE STORAGE INC - CLASS A,PTC.US/USD,Outros
PTC INC,PTC INC,PTEN.US/USD,Outros
PATTERSON-UTI ENERGY INC,PATTERSON-UTI ENERGY INC,PTON.US/USD,Outros
Peloton Interactive Inc,PELOTON INTERACTIVE INC,PUB.FR/EUR,Outros
Publicis Groupe SA,PUBLICIS GROUPE SA,PUM.DE/EUR,Outros
PUMA SE,PUMA SE,PVH.US/USD,Outros
PVH CORP,PVH CORP,PYPL.US/USD,Outros
PAYPAL HOLDINGS INC,PAYPAL HOLDINGS INC,Q.MX/MXN,Outros
Qualitas Controladora SAB,QUALITAS CONTROLADORA SAB,QCOM.US/USD,Outros
QUALCOMM INC,QUALCOMM INC,QIA.NL/EUR,Outros
QIAGEN N.V.,QIAGEN N,QQQ.US/USD,Outros
PowerShares QQQ ETF,POWERSHARES QQQ ETF,QRVO.US/USD,Outros
QORVO INC,QORVO INC,RA.MX/MXN,Outros
Regional Sab De CV,REGIONAL SAB DE CV,RACE.IT/EUR,Outros
Ferrari NV,FERRARI NV,RAND.NL/EUR,Outros
Randstad Holding NV,RANDSTAD HOLDING NV,RB.GB/GBX,Outros
Reckitt Benckiser Group PLC,RECKITT BENCKISER GROUP PLC,RBI.AT/EUR,Outros
Raiffeisen Bank International AG,RAIFFEISEN BANK INTERNATIONAL AG,RBS.GB/GBX,Outros
